epoch,train_objective,train_metric,train_z_huber,train_center_penalty,val_mse_0.7,val_slope_0.7,val_false_decisive_0.1_0.3,val_center_spread_ratio_0.05,gate_score,lr,epoch_time_sec
0,0.052200525393486026,0.05133156549453735,0.022599033707976342,0.00462513916015625,0.05080102114283977,0.5913644228332124,0.09758372982554343,8.552065042004966,0.20391067463900528,4.000000000000001e-06,2270.5021839141846
1,0.051068249294757846,0.05025036663174629,0.02217764639019966,0.0043944384765625,0.05081902502395971,0.5949038523855913,0.09874988338464409,8.565459894088315,0.20274204052348613,2.0000000000000008e-06,2328.5351660251617
2,0.05023916663646698,0.04944860889792442,0.021917685713171958,0.004263465576171875,0.050906389316468244,0.5942693803251534,0.09828342196100383,8.589519660210357,0.20291341013439346,1e-06,2217.702577352524
