label,overall_mse,overall_mae,overall_r2,mse_0.7,mae_0.7,slope_0.7,bias_0.7,mse_0.2,r2_0.2,false_0.1_0.3,false_0.2_0.4,false_0.2_0.5,center_spread_ratio_0.05,max_midband_abs_cal_gap
teacher_best_test_before,0.06760175384493777,0.17755434174132534,0.5986065766868285,0.05142804166022483,0.15938029709171572,0.6059623296520432,0.005630861775409898,0.031037378809338035,-4.076109909509718,0.10618862223255274,0.05320616367497323,0.024983211427119442,8.755166891410752,0.2663698182604113
teacher_best_test_after_posthoc,0.07060838926677439,0.19230066703903456,0.5807543226255825,0.055607851341939935,0.17693410866688072,0.6444683361309499,0.004467454524896474,0.03981856145008323,-5.512257223808391,0.12452786332732872,0.05784343975171062,0.02709766411964354,9.992273035080913,0.2600411035518446
