label,overall_mse,overall_mae,overall_r2,mse_0.7,mae_0.7,slope_0.7,bias_0.7,mse_0.2,r2_0.2,false_0.1_0.3,false_0.2_0.4,false_0.2_0.5,center_spread_ratio_0.05,max_midband_abs_cal_gap,pass_mse_0.7,pass_slope_0.7,pass_max_gap,pass_false_0.1_0.3,pass_false_0.2_0.4,pass_center_spread,passed_gate_count
teacher_best_test,0.06760175384493777,0.17755434174132534,0.5986065766868285,0.05142804166022483,0.15938029709171572,0.6059623296520432,0.005630861775409898,0.031037378809338035,-4.076109909509718,0.10618862223255274,0.05320616367497323,0.024983211427119442,8.755166891410752,0.2663698182604113,False,False,False,False,False,False,0
teacher_latest_test,0.06763157532529172,0.17749013681774725,0.5984295081138001,0.05139509659332406,0.15928262370348253,0.6081053066321259,0.004088315566383598,0.030933797537561585,-4.059169370705394,0.10508454878261375,0.05275241846198522,0.024919687097301125,8.70859817652074,0.2638685603328657,False,False,False,False,False,False,0
teacher_best_posthoc,0.07060838926677439,0.19230066703903456,0.5807543226255825,0.055607851341939935,0.17693410866688072,0.6444683361309499,0.004467454524896474,0.03981856145008323,-5.512257223808391,0.12452786332732872,0.05784343975171062,0.02709766411964354,9.992273035080913,0.2600411035518446,False,False,False,False,False,False,0
center_safe_pilot_best_test,0.06748474884212918,0.17725874192044838,0.5993013077544549,0.0504632180471929,0.15776318558127314,0.5986652427925296,-0.007355637393710164,0.029417288508908315,-3.811146927976056,0.0996687779650183,0.04861426211953464,0.022333339383269507,8.467001660290254,0.28293455210633767,False,False,False,False,False,False,0
