label,overall_mse,overall_mae,overall_r2,mse_0.7,mae_0.7,slope_0.7,bias_0.7,mse_0.2,r2_0.2,false_0.1_0.3,false_0.2_0.4,false_0.2_0.5,center_spread_ratio_0.05,max_midband_abs_cal_gap
teacher_best_test,0.06760175384493777,0.17755434174132534,0.5986065766868285,0.05142804166022483,0.15938029709171572,0.6059623296520432,0.005630861775409898,0.031037378809338035,-4.076109909509718,0.10618862223255274,0.05320616367497323,0.024983211427119442,8.755166891410752,0.2663698182604113
teacher_latest_test,0.06763157532529172,0.17749013681774725,0.5984295081138001,0.05139509659332406,0.15928262370348253,0.6081053066321259,0.004088315566383598,0.030933797537561585,-4.059169370705394,0.10508454878261375,0.05275241846198522,0.024919687097301125,8.70859817652074,0.2638685603328657
