label,overall_mse,overall_mae,mse_0.7,mae_0.7,slope_0.7,bias_0.7,mse_0.2,r2_0.2,false_0.1_0.3,false_0.2_0.4,center_spread_ratio_0.05,max_midband_abs_cal_gap,gate_score
baseline_val,0.06676318456831151,0.17667416333125205,0.050983859360186914,0.15881203270991395,0.6087125039357345,0.006134928096198112,0.03088321456257169,-4.044854719620415,0.10280722189866046,0.053160736687089795,8.734883365767176,0.26387651201187234,0.2161784723285516
baseline_test,0.06760175506424525,0.17755433293414302,0.05142803594052582,0.1593802766491841,0.6059623041887012,0.005630842353064311,0.031037366967750165,-4.076107972838393,0.10620024405834157,0.05320616367497323,8.755164606930885,0.2663698182604113,0.21963003648762414
