epoch,train_objective,train_weighted_mse,train_weighted_z_huber,train_plain_mse,val_mse_0.7,val_slope_0.7,val_false_0.1_0.3,val_false_0.2_0.4,val_center_spread_ratio_0.05,val_max_midband_abs_cal_gap,gate_score,lr,epoch_time_sec
0,0.05380448018867522,0.054103860530592504,0.024165770216733218,0.05073353171095252,0.05206197323898264,0.6332135038707395,0.1130110658124636,0.060087631583731795,9.096657842819493,0.25170097259528973,0.213189373326352,1.000618957725785e-06,7351.62385725975
